经号,经名,所属藏经,部类,册别,卷数,作译者,时间
T1676,廣大發願頌,大正藏,論集部類,32,1卷,龍樹菩薩造  宋 施護等譯,
T1677,三身梵讚,大正藏,論集部類,32,1卷,宋 法賢譯,宋960~1279
T1678,佛三身讚,大正藏,論集部類,32,1卷,西土賢聖撰  宋 法賢譯,
T1679,佛一百八名讚,大正藏,論集部類,32,1卷,宋 法天譯,宋960~1279
T1680,一百五十讚佛頌,大正藏,論集部類,32,1卷,摩咥里制吒造  唐 義淨譯,
T1681,佛吉祥德讚,大正藏,論集部類,32,3卷,寂友尊者造  宋 施護譯,
T1682,七佛讚唄伽他,大正藏,論集部類,32,1卷,宋 法天譯,宋960~1279
T1683,犍稚梵讚,大正藏,論集部類,32,1卷,宋 法賢譯,宋960~1279
T1684,八大靈塔梵讚,大正藏,論集部類,32,1卷,西天戒日王製  宋 法賢譯,
T1685,佛說八大靈塔名號經,大正藏,論集部類,32,1卷,宋 法賢譯,宋960~1279
T1686,賢聖集伽陀一百頌,大正藏,論集部類,32,1卷,宋 天息災譯,宋960~1279
T1687,事師法五十頌,大正藏,論集部類,32,1卷,馬鳴菩薩集  宋 日稱等譯,
T1688,密跡力士大權神王經偈頌,大正藏,論集部類,32,1卷,元 管主八撰,元1271~1368
T1689,請賓頭盧法,大正藏,論集部類,32,1卷,劉宋 慧簡譯,劉宋420~479
T1690,賓頭盧突羅闍為優陀延王說法經,大正藏,論集部類,32,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T1691,迦葉仙人說醫女人經,大正藏,論集部類,32,1卷,宋 法賢譯,宋960~1279
T1692,勝軍化世百喻伽他經,大正藏,論集部類,32,1卷,宋 天息災譯,宋960~1279
T1693,人本欲生經註,大正藏,阿含部類,33,1卷,東晉 道安撰,東晉317~420
T1694,陰持入經註,大正藏,阿含部類,33,2卷,吳 陳慧撰,吳229~280
T1695,大般若波羅蜜多經般若理趣分述讚,大正藏,般若部類,33,3卷,唐 窺基撰,唐618~907
T1696,大品經遊意,大正藏,般若部類,33,1卷,隋 吉藏撰,隋581~618
T1697,大慧度經宗要,大正藏,般若部類,33,1卷,新羅 元曉撰,新羅-56~936
T1698,金剛般若經疏,大正藏,般若部類,33,1卷,隋 智顗說,隋581~618
T1699,金剛般若疏,大正藏,般若部類,33,4卷,隋 吉藏撰,隋581~618
T1700,金剛般若經贊述,大正藏,般若部類,33,2卷,唐 窺基撰,唐618~907
T1701,金剛般若經疏論纂要,大正藏,般若部類,33,2卷,唐 宗密述  宋 子璿治定,唐618~907
T1702,金剛經纂要刊定記,大正藏,般若部類,33,7卷,宋 子璿錄,宋960~1279
T1703,金剛般若波羅蜜經註解,大正藏,般若部類,33,1卷,明 宗泐．如同註,明1368~1644
T1704,金剛般若波羅蜜經略疏,大正藏,般若部類,33,2卷,唐 智儼述,唐618~907
T1705,仁王護國般若經疏,大正藏,般若部類,33,5卷,隋 智顗說  灌頂記,隋581~618
T1706,仁王護國般若波羅蜜經疏神寶記,大正藏,般若部類,33,4卷,宋 善月述,宋960~1279
T1707,仁王般若經疏,大正藏,般若部類,33,3卷,隋 吉藏撰,隋581~618
T1708,仁王經疏,大正藏,般若部類,33,3卷,唐 圓測撰,唐618~907
T1709,仁王護國般若波羅蜜多經疏,大正藏,般若部類,33,3卷,唐 良賁述,唐618~907
T1710,般若波羅蜜多心經幽贊,大正藏,般若部類,33,2卷,唐 窺基撰,唐618~907
T1711,般若波羅蜜多心經贊,大正藏,般若部類,33,1卷,唐 圓測撰,唐618~907
T1712,般若波羅蜜多心經略疏,大正藏,般若部類,33,1卷,唐 法藏述,唐618~907
T1713,般若心經略疏連珠記,大正藏,般若部類,33,2卷,宋 師會述,宋960~1279
T1714,般若波羅蜜多心經註解,大正藏,般若部類,33,1卷,明 宗泐．如同註,明1368~1644
T1715,法華經義記,大正藏,法華部類,33,8卷,梁 法雲撰,梁
T1716,妙法蓮華經玄義,大正藏,法華部類,33,10卷,隋 智顗說,隋581~618
T1717,法華玄義釋籤,大正藏,法華部類,33,20卷,唐 湛然述,唐618~907
T1718,妙法蓮華經文句,大正藏,法華部類,34,10卷,隋 智顗說,隋581~618
T1719,法華文句記,大正藏,法華部類,34,10卷,唐 湛然述,唐618~907
T1720,法華玄論,大正藏,法華部類,34,10卷,隋 吉藏撰,隋581~618
T1721,法華義疏,大正藏,法華部類,34,12卷,隋 吉藏撰,隋581~618
T1722,法華遊意,大正藏,法華部類,34,1卷,隋 吉藏造,隋581~618
T1723,妙法蓮華經玄贊,大正藏,法華部類,34,10卷,唐 窺基撰,唐618~907
T1724,法華玄贊義決,大正藏,法華部類,34,1卷,唐 慧沼撰,唐618~907
T1725,法華宗要,大正藏,法華部類,34,1卷,新羅 元曉撰,新羅-56~936
T1726,觀音玄義,大正藏,法華部類,34,2卷,隋 智顗說．灌頂記,隋581~618
T1727,觀音玄義記,大正藏,法華部類,34,4卷,宋 知禮述,宋960~1279
T1728,觀音義疏,大正藏,法華部類,34,2卷,隋 智顗說．灌頂記,隋581~618
T1729,觀音義疏記,大正藏,法華部類,34,4卷,宋 知禮述,宋960~1279
T1730,金剛三昧經論,大正藏,法華部類,34,3卷,新羅 元曉述,新羅-56~936
T1731,華嚴遊意,大正藏,華嚴部類,35,1卷,隋 吉藏撰,隋581~618
T1732,大方廣佛華嚴經搜玄分齊通智方軌,大正藏,華嚴部類,35,5卷,唐 智儼述,唐618~907
T1733,華嚴經探玄記,大正藏,華嚴部類,35,20卷,唐 法藏述,唐618~907
T1734,花嚴經文義綱目,大正藏,華嚴部類,35,1卷,唐 法藏撰,唐618~907
T1735,大方廣佛華嚴經疏,大正藏,華嚴部類,35,60卷,唐 澄觀撰,唐618~907
T1736,大方廣佛華嚴經隨疏演義鈔,大正藏,華嚴部類,36,90卷,唐 澄觀述,唐618~907
T1737,大華嚴經略策,大正藏,華嚴部類,36,1卷,唐 澄觀述,唐618~907
T1738,新譯華嚴經七處九會頌釋章,大正藏,華嚴部類,36,1卷,唐 澄觀述,唐618~907
T1739,新華嚴經論,大正藏,華嚴部類,36,40卷,唐 李通玄撰,唐618~907
T1740,大方廣佛華嚴經中卷卷大意略敘,大正藏,華嚴部類,36,1卷,唐 李通玄造,唐618~907
T1741,略釋新華嚴經修行次第決疑論,大正藏,華嚴部類,36,4卷,唐 李通玄撰,唐618~907
T1742,大方廣佛華嚴經願行觀門骨目,大正藏,華嚴部類,36,2卷,唐 湛然撰,唐618~907
T1743,皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部,大正藏,華嚴部類,36,1卷,唐 靜居撰,唐618~907
T1744,勝鬘寶窟,大正藏,寶積部類,37,3卷,隋 吉藏撰,隋581~618
T1745,無量壽經義疏,大正藏,"寶積部類,淨土宗部類",37,2卷,隋 慧遠撰,隋581~618
T1746,無量壽經義疏,大正藏,"寶積部類,淨土宗部類",37,1卷,隋 吉藏撰,隋581~618
T1747,兩卷無量壽經宗要,大正藏,"寶積部類,淨土宗部類",37,1卷,新羅 元曉撰,新羅-56~936
T1748,無量壽經連義述文贊,大正藏,"寶積部類,淨土宗部類",37,3卷,新羅 璟興撰,新羅-56~936
T1749,觀無量壽經義疏,大正藏,"寶積部類,淨土宗部類",37,1卷,隋 慧遠撰,隋581~618
T1750,觀無量壽佛經疏,大正藏,"寶積部類,淨土宗部類",37,1卷,隋 智顗說,隋581~618
T1751,觀無量壽佛經疏妙宗鈔,大正藏,"寶積部類,淨土宗部類",37,6卷,宋 知禮述,宋960~1279
T1752,觀無量壽經義疏,大正藏,"寶積部類,淨土宗部類",37,1卷,隋 吉藏撰,隋581~618
T1753,觀無量壽佛經疏,大正藏,"寶積部類,淨土宗部類",37,4卷,唐 善導集記,唐618~907
T1754,觀無量壽佛經義疏,大正藏,"寶積部類,淨土宗部類",37,3卷,宋 元照述,宋960~1279
T1755,阿彌陀經義記,大正藏,"寶積部類,淨土宗部類",37,1卷,隋 智顗說,隋581~618
T1756,阿彌陀經義述,大正藏,"寶積部類,淨土宗部類",37,1卷,唐 慧淨述,唐618~907
T1757,阿彌陀經疏,大正藏,"寶積部類,淨土宗部類",37,1卷,唐 窺基撰,唐618~907
T1758,阿彌陀經通贊疏,大正藏,"寶積部類,淨土宗部類",37,3卷,唐 窺基撰,唐618~907
T1759,阿彌陀經疏,大正藏,"寶積部類,淨土宗部類",37,1卷,新羅 元曉述,新羅-56~936
T1760,阿彌陀經疏,大正藏,"寶積部類,淨土宗部類",37,1卷,宋 智圓述,宋960~1279
T1761,阿彌陀經義疏,大正藏,"寶積部類,淨土宗部類",37,1卷,宋 元照述,宋960~1279
T1762,阿彌陀經要解,大正藏,"寶積部類,淨土宗部類",37,1卷,明 智旭解,明1368~1644
T1763,大般涅槃經集解,大正藏,涅槃部類,37,71卷,梁 寶亮等集,梁
T1764,大般涅槃經義記,大正藏,涅槃部類,37,10卷,隋 慧遠述,隋581~618
T1765,大般涅槃經玄義,大正藏,涅槃部類,38,2卷,隋 灌頂撰,隋581~618
T1766,涅槃玄義發源機要,大正藏,涅槃部類,38,4卷,宋 智圓述,宋960~1279
T1767,大般涅槃經疏,大正藏,涅槃部類,38,33卷,隋 灌頂撰,隋581~618
T1768,涅槃經遊意,大正藏,涅槃部類,38,1卷,隋 吉藏撰,隋581~618
T1769,涅槃宗要,大正藏,涅槃部類,38,1卷,新羅 元曉撰,新羅-56~936
T1770,本願藥師經古迹,大正藏,經集部類,38,2卷,新羅 太賢撰,新羅-56~936
T1771,彌勒經遊意,大正藏,經集部類,38,1卷,隋 吉藏撰,隋581~618
T1772,觀彌勒上生兜率天經贊,大正藏,經集部類,38,2卷,唐 窺基撰,唐618~907
T1773,彌勒上生經宗要,大正藏,經集部類,38,1卷,新羅 元曉撰,新羅-56~936
T1774,三彌勒經疏,大正藏,經集部類,38,1卷,新羅 憬興撰,新羅-56~936
T1775,注維摩詰經,大正藏,經集部類,38,10卷,後秦 僧肇撰,後秦
T1776,維摩義記,大正藏,經集部類,38,4卷,隋 慧遠撰,隋581~618
T1777,維摩經玄疏,大正藏,經集部類,38,6卷,隋 智顗撰,隋581~618
T1778,維摩經略疏,大正藏,經集部類,38,10卷,隋 智顗說　唐 湛然略,隋581~618
T1779,維摩經略疏垂裕記,大正藏,經集部類,38,10卷,宋 智圓述,宋960~1279
T1780,淨名玄論,大正藏,經集部類,38,8卷,隋 吉藏造,隋581~618
T1781,維摩經義疏,大正藏,經集部類,38,6卷,隋 吉藏撰,隋581~618
T1782,說無垢稱經疏,大正藏,經集部類,38,6卷,唐 窺基撰,唐618~907
T1783,金光明經玄義,大正藏,經集部類,39,2卷,隋 智顗說  灌頂錄,隋581~618
T1784,金光明經玄義拾遺記,大正藏,經集部類,39,6卷,宋 知禮述,宋960~1279
T1785,金光明經文句,大正藏,經集部類,39,6卷,隋 智顗說  灌頂錄,隋581~618
T1786,金光明經文句記,大正藏,經集部類,39,6卷,宋 知禮述,宋960~1279
T1787,金光明經疏,大正藏,經集部類,39,1卷,隋 吉藏撰,隋581~618
T1788,金光明最勝王經疏,大正藏,經集部類,39,6卷,唐 慧沼撰,唐618~907
T1789,楞伽阿跋多羅寶經註解,大正藏,經集部類,39,4卷,明 宗泐．如同註,明1368~1644
T1790,入楞伽心玄義,大正藏,經集部類,39,1卷,唐 法藏撰,唐618~907
T1791,注大乘入楞伽經,大正藏,經集部類,39,10卷,宋 寶臣述,宋960~1279
T1792,佛說盂蘭盆經疏,大正藏,經集部類,39,2卷,唐 宗密述,唐618~907
T1793,溫室經義記,大正藏,經集部類,39,1卷,隋 慧遠撰,隋581~618
T1794,註四十二章經,大正藏,經集部類,39,1卷,宋 真宗皇帝註,宋960~1279
T1795,大方廣圓覺修多羅了義經略疏,大正藏,經集部類,39,2卷,唐 宗密述,唐618~907
T1796,大毘盧遮那成佛經疏,大正藏,密教部類,39,20卷,唐 一行記,唐618~907
T1797,大毘盧遮那經供養次第法疏,大正藏,密教部類,39,2卷,唐 不可思議撰,唐618~907
T1798,金剛頂經大瑜伽祕密心地法門義訣,大正藏,密教部類,39,1卷,唐 不空撰,唐618~907
T1799,首楞嚴義疏注經,大正藏,密教部類,39,10卷,宋 子璿集,宋960~1279
T1800,請觀音經疏,大正藏,密教部類,39,1卷,隋 智顗說  灌頂記,隋581~618
T1801,請觀音經疏闡義鈔,大正藏,密教部類,39,4卷,宋 智圓述,宋960~1279
T1802,十一面神呪心經義疏,大正藏,密教部類,39,1卷,唐 慧沼撰,唐618~907
T1803,佛頂尊勝陀羅尼經教跡義記,大正藏,密教部類,39,2卷,唐 法崇述,唐618~907
T1804,四分律刪繁補闕行事鈔,大正藏,律部類,40,3卷,唐 道宣撰,唐618~907
T1805,四分律行事鈔資持記,大正藏,律部類,40,3卷,宋 元照撰,宋960~1279
T1806,四分律比丘含注戒本,大正藏,律部類,40,3卷,唐 道宣述,唐618~907
T1807,四分比丘戒本疏,大正藏,律部類,40,2卷,唐 定賓撰,唐618~907
T1808,四分律刪補隨機羯磨,大正藏,律部類,40,2卷,唐 道宣集,唐618~907
T1809,僧羯磨,大正藏,律部類,40,3卷,唐 懷素集,唐618~907
T1810,尼羯磨,大正藏,律部類,40,3卷,唐 懷素集,唐618~907
T1811,菩薩戒義疏,大正藏,律部類,40,2卷,隋 智顗說  灌頂記,隋581~618
T1812,天台菩薩戒疏,大正藏,律部類,40,3卷,唐 明曠刪補,唐618~907
T1813,梵網經菩薩戒本疏,大正藏,律部類,40,6卷,唐 法藏撰,唐618~907
T1814,菩薩戒本疏,大正藏,律部類,40,2卷,新羅 義寂述,新羅-56~936
T1815,梵網經古迹記,大正藏,律部類,40,2卷,新羅 太賢集,新羅-56~936
T1816,金剛般若論會釋,大正藏,般若部類,40,3卷,唐 窺基撰,唐618~907
T1817,略明般若末後一頌讚述,大正藏,般若部類,40,1卷,唐 義淨述,唐618~907
T1818,法華論疏,大正藏,法華部類,40,3卷,隋 吉藏撰,隋581~618
T1819,無量壽經優婆提舍願生偈註,大正藏,"寶積部類,淨土宗部類",40,2卷,北魏 曇鸞註解,北魏
T1820,佛遺教經論疏節要,大正藏,涅槃部類,40,1卷,宋 淨源節要  明 袾宏補註,宋960~1279
T1821,俱舍論記,大正藏,毘曇部類,41,30卷,唐 普光述,唐618~907
T1822,俱舍論疏,大正藏,毘曇部類,41,30卷,唐 法寶撰,唐618~907
T1823,俱舍論頌疏論本,大正藏,毘曇部類,41,30卷,唐 圓暉述,唐618~907
T1824,中觀論疏,大正藏,中觀部類,42,10卷,隋 吉藏撰,隋581~618
T1825,十二門論疏,大正藏,中觀部類,42,3卷,隋 吉藏撰,隋581~618
T1826,十二門論宗致義記,大正藏,中觀部類,42,2卷,唐 法藏述,唐618~907
T1827,百論疏,大正藏,中觀部類,42,3卷,隋 吉藏撰,隋581~618
T1828,瑜伽論記,大正藏,瑜伽部類,42,24卷,唐 遁倫集撰,唐618~907
T1829,瑜伽師地論略纂,大正藏,瑜伽部類,43,16卷,唐 窺基撰,唐618~907
T1830,成唯識論述記,大正藏,瑜伽部類,43,10卷,唐 窺基撰,唐618~907
T1831,成唯識論掌中樞要,大正藏,瑜伽部類,43,2卷,唐 窺基撰,唐618~907
T1832,成唯識論了義燈,大正藏,瑜伽部類,43,7卷,唐 惠沼述,唐618~907
T1833,成唯識論演祕,大正藏,瑜伽部類,43,7卷,唐 智周撰,唐618~907
T1834,唯識二十論述記,大正藏,瑜伽部類,43,2卷,唐 窺基撰,唐618~907
T1835,辯中邊論述記,大正藏,瑜伽部類,44,3卷,唐 窺基撰,唐618~907
T1836,大乘百法明門論解,大正藏,瑜伽部類,44,2卷,唐 窺基註解、明 普泰增修,唐618~907
T1837,大乘百法明門論疏,大正藏,瑜伽部類,44,2卷,唐 大乘光撰,唐618~907
T1838,大乘法界無差別論疏,大正藏,瑜伽部類,44,1卷,唐 法藏撰,唐618~907
T1839,理門論述記,大正藏,論集部類,44,1卷,唐 神泰撰,唐618~907
T1840,因明入正理論疏,大正藏,論集部類,44,3卷,唐 窺基撰,唐618~907
T1841,因明義斷,大正藏,論集部類,44,1卷,唐 慧沼撰,唐618~907
T1842,因明入正理論義纂要,大正藏,論集部類,44,1卷,唐 慧沼集,唐618~907
T1843,大乘起信論義疏,大正藏,論集部類,44,2卷,隋 慧遠撰,隋581~618
T1844,起信論疏,大正藏,論集部類,44,2卷,新羅 元曉撰,新羅-56~936
T1845,大乘起信論別記,大正藏,論集部類,44,1卷,新羅 元曉撰,新羅-56~936
T1846,大乘起信論義記,大正藏,論集部類,44,3卷,唐 法藏撰,唐618~907
T1847,大乘起信論義記別記,大正藏,論集部類,44,1卷,唐 法藏撰,唐618~907
T1848,起信論疏筆削記,大正藏,論集部類,44,20卷,宋 子璿錄,宋960~1279
T1849,大乘起信論內義略探記,大正藏,論集部類,44,1卷,新羅 太賢作,新羅-56~936
T1850,大乘起信論裂網疏,大正藏,論集部類,44,6卷,明 智旭述,明1368~1644
T1851,大乘義章,大正藏,瑜伽部類,44,20卷,隋 慧遠撰,隋581~618
T1852,三論玄義,大正藏,中觀部類,45,1卷,隋 吉藏撰,隋581~618
T1853,大乘玄論,大正藏,中觀部類,45,5卷,隋 吉藏撰,隋581~618
T1854,二諦義,大正藏,中觀部類,45,3卷,隋 吉藏撰,隋581~618
T1855,三論遊意義,大正藏,中觀部類,45,1卷,隋 磧法師撰,隋581~618
T1856,鳩摩羅什法師大義,大正藏,中觀部類,45,3卷,東晉 慧遠問．羅什答,東晉317~420
T1857,寶藏論,大正藏,中觀部類,45,1卷,後秦 僧肇著,後秦
T1858,肇論,大正藏,中觀部類,45,1卷,後秦 僧肇作,後秦
T1859,肇論疏,大正藏,中觀部類,45,3卷,唐 元康撰,唐618~907
T1860,肇論新疏,大正藏,中觀部類,45,3卷,元 文才述,元1271~1368
T1861,大乘法苑義林章,大正藏,瑜伽部類,45,7卷,唐 窺基撰,唐618~907
T1862,勸發菩提心集,大正藏,瑜伽部類,45,3卷,唐 慧沼撰,唐618~907
T1863,能顯中邊慧日論,大正藏,瑜伽部類,45,4卷,唐 慧沼撰,唐618~907
T1864,大乘入道次第,大正藏,瑜伽部類,45,1卷,唐 智周撰,唐618~907
T1865,八識規矩補註,大正藏,瑜伽部類,45,2卷,明 普泰補註,明1368~1644
T1866,華嚴一乘教義分齊章,大正藏,華嚴部類,45,4卷,唐 法藏述,唐618~907
T1867,華嚴五教止觀,大正藏,華嚴部類,45,1卷,隋 杜順說,隋581~618
T1868,華嚴一乘十玄門,大正藏,華嚴部類,45,1卷,隋 杜順說．唐 智儼撰,隋581~618
T1869,華嚴五十要問答,大正藏,華嚴部類,45,2卷,唐 智儼集,唐618~907
T1870,華嚴經內章門等雜孔目章,大正藏,華嚴部類,45,4卷,唐 智儼集,唐618~907
T1871,華嚴經旨歸,大正藏,華嚴部類,45,1卷,唐 法藏述,唐618~907
T1872,華嚴策林,大正藏,華嚴部類,45,1卷,唐 法藏述,唐618~907
T1873,華嚴經問答,大正藏,華嚴部類,45,2卷,唐 法藏撰,唐618~907
T1874,華嚴經明法品內立三寶章,大正藏,華嚴部類,45,2卷,唐 法藏述,唐618~907
T1875,華嚴經義海百門,大正藏,華嚴部類,45,1卷,唐 法藏述,唐618~907
T1876,修華嚴奧旨妄盡還源觀,大正藏,華嚴部類,45,1卷,唐 法藏述,唐618~907
T1877,華嚴遊心法界記,大正藏,華嚴部類,45,1卷,唐 法藏撰,唐618~907
T1878,華嚴發菩提心章,大正藏,華嚴部類,45,1卷,唐 法藏述,唐618~907
T1879a,華嚴經關脈義記,大正藏,華嚴部類,45,1卷,唐 法藏撰,唐618~907
T1879b,華嚴關脈義記,大正藏,華嚴部類,45,1卷,,
T1880,金師子章雲間類解,大正藏,華嚴部類,45,1卷,唐 法藏撰．宋 淨源述,唐618~907
T1881,華嚴經金師子章註,大正藏,華嚴部類,45,1卷,唐 法藏撰．宋 承遷註,唐618~907
T1882,三聖圓融觀門,大正藏,華嚴部類,45,1卷,唐 澄觀述,唐618~907
T1883,華嚴法界玄鏡,大正藏,華嚴部類,45,2卷,唐 澄觀述,唐618~907
T1884,註華嚴法界觀門,大正藏,華嚴部類,45,1卷,唐 宗密註,唐618~907
T1885,註華嚴經題法界觀門頌,大正藏,華嚴部類,45,2卷,宋 本嵩述．琮湛註,宋960~1279
T1886,原人論,大正藏,華嚴部類,45,1卷,唐 宗密述,唐618~907
T1887A,華嚴一乘法界圖,大正藏,華嚴部類,45,1卷,新羅 義湘撰,新羅-56~936
T1887B,法界圖記叢髓錄,大正藏,華嚴部類,45,2卷,,
T1888,解迷顯智成悲十明論,大正藏,華嚴部類,45,1卷,唐 李通玄撰,唐618~907
T1889,海印三昧論,大正藏,華嚴部類,45,1卷,新羅 明皛述,新羅-56~936
T1890,華嚴一乘成佛妙義,大正藏,華嚴部類,45,1卷,新羅 見登之集,新羅-56~936
T1891,文殊指南圖讚,大正藏,華嚴部類,45,1卷,宋 惟白述,宋960~1279
T1892,關中創立戒壇圖經,大正藏,律部類,45,1卷,唐 道宣撰,唐618~907
T1893,淨心戒觀法,大正藏,律部類,45,2卷,唐 道宣撰,唐618~907
T1894,釋門章服儀,大正藏,律部類,45,1卷,唐 道宣述,唐618~907
T1895,量處輕重儀,大正藏,律部類,45,2卷,唐 道宣緝,唐618~907
